return_id,order_id,product_id,reason
RET006090,ORD00121540,PROD01021,Quality issues
RET006106,ORD00121742,PROD01062,Better price available
RET006116,ORD00121871,PROD01044,Late delivery
RET006127,ORD00122000,PROD01020,Damaged during shipping
RET006138,ORD00122216,PROD01014,Wrong item received
RET006142,ORD00122250,PROD01024,Size/compatibility issue
RET006149,ORD00122311,PROD01001,Size/compatibility issue
RET006154,ORD00122359,PROD01033,Wrong item received
RET006155,ORD00122368,PROD01056,Ordered by mistake
RET006157,ORD00122386,PROD01064,Ordered by mistake
RET006159,ORD00122434,PROD01061,Defective product
RET006162,ORD00122459,PROD01008,Product not as described
RET006163,ORD00122464,PROD01061,Late delivery
RET006170,ORD00122544,PROD01064,Damaged during shipping
RET006172,ORD00122568,PROD01037,Damaged during shipping
RET006173,ORD00122576,PROD01039,Changed mind
RET006175,ORD00122581,PROD01017,Defective product
RET006182,ORD00122670,PROD01019,Defective product
RET006186,ORD00122681,PROD01055,Wrong item received
RET006198,ORD00122828,PROD01040,Quality issues
RET006202,ORD00122880,PROD01038,Defective product
RET006204,ORD00122893,PROD01001,Size/compatibility issue
RET006210,ORD00122938,PROD01038,Product not as described
RET006217,ORD00123033,PROD01039,Late delivery
RET006222,ORD00123127,PROD01039,Size/compatibility issue
RET006223,ORD00123137,PROD01019,Ordered by mistake
RET006233,ORD00123244,PROD01057,Wrong item received
RET006234,ORD00123249,PROD01042,Wrong item received
RET006236,ORD00123300,PROD01031,Ordered by mistake
RET006239,ORD00123360,PROD01053,Defective product
RET006241,ORD00123362,PROD01019,Changed mind
RET006246,ORD00123426,PROD01033,Quality issues
RET006249,ORD00123479,PROD01057,Quality issues
RET006250,ORD00123479,PROD01051,Better price available
RET006268,ORD00123707,PROD01006,Wrong item received
RET006270,ORD00123724,PROD01039,Late delivery
RET006273,ORD00123737,PROD01028,Product not as described
RET006278,ORD00123821,PROD01004,Late delivery
RET006281,ORD00123884,PROD01059,Late delivery
RET006287,ORD00123927,PROD01056,Wrong item received
RET006289,ORD00123941,PROD01029,Ordered by mistake
RET006292,ORD00123971,PROD01031,Defective product
RET006294,ORD00123990,PROD01024,Size/compatibility issue
RET006299,ORD00124107,PROD01051,Ordered by mistake
RET006301,ORD00124122,PROD01032,Ordered by mistake
RET006303,ORD00124151,PROD01058,Size/compatibility issue
RET006310,ORD00124246,PROD01049,Wrong item received
RET006313,ORD00124319,PROD01011,Ordered by mistake
RET006328,ORD00124488,PROD01015,Ordered by mistake
RET006333,ORD00124534,PROD01028,Size/compatibility issue
RET006334,ORD00124543,PROD01007,Damaged during shipping
RET006347,ORD00124653,PROD01008,Wrong item received
RET006352,ORD00124711,PROD01010,Late delivery
RET006359,ORD00124804,PROD01064,Late delivery
RET006363,ORD00124848,PROD01023,Quality issues
RET006364,ORD00124869,PROD01001,Defective product
RET006373,ORD00124968,PROD01023,Damaged during shipping
RET006379,ORD00125032,PROD01052,Ordered by mistake
RET006393,ORD00125176,PROD01049,Changed mind
RET006397,ORD00125198,PROD01028,Changed mind
RET006419,ORD00125484,PROD01015,Quality issues
RET006424,ORD00125525,PROD01051,Changed mind
RET006442,ORD00125730,PROD01039,Quality issues
RET006443,ORD00125738,PROD01058,Size/compatibility issue
RET006455,ORD00125879,PROD01057,Size/compatibility issue
RET006456,ORD00125879,PROD01058,Ordered by mistake
RET006473,ORD00126097,PROD01006,Damaged during shipping
RET006479,ORD00126208,PROD01009,Changed mind
RET006480,ORD00126209,PROD01018,Late delivery
RET006481,ORD00126218,PROD01019,Changed mind
RET006494,ORD00126344,PROD01061,Changed mind
RET006501,ORD00126409,PROD01024,Wrong item received
RET006502,ORD00126409,PROD01028,Defective product
RET006503,ORD00126411,PROD01059,Changed mind
RET006508,ORD00126478,PROD01025,Wrong item received
RET006518,ORD00126666,PROD01015,Size/compatibility issue
RET006526,ORD00126751,PROD01013,Quality issues
RET006529,ORD00126779,PROD01057,Quality issues
RET006536,ORD00126934,PROD01011,Damaged during shipping
RET006541,ORD00126983,PROD01040,Wrong item received
RET006543,ORD00127009,PROD01033,Wrong item received
RET006552,ORD00127070,PROD01010,Quality issues
RET006554,ORD00127097,PROD01035,Size/compatibility issue
RET006557,ORD00127134,PROD01023,Product not as described
RET006564,ORD00127207,PROD01041,Quality issues
RET006565,ORD00127218,PROD01025,Wrong item received
RET006570,ORD00127264,PROD01018,Wrong item received
RET006574,ORD00127335,PROD01035,Wrong item received
RET006592,ORD00127563,PROD01025,Quality issues
RET006594,ORD00127588,PROD01031,Changed mind
RET006596,ORD00127618,PROD01016,Changed mind
RET006598,ORD00127663,PROD01017,Better price available
RET006607,ORD00127711,PROD01012,Ordered by mistake
RET006608,ORD00127712,PROD01046,Defective product
RET006611,ORD00127724,PROD01060,Defective product
RET006619,ORD00127835,PROD01042,Size/compatibility issue
RET006632,ORD00128006,PROD01024,Wrong item received
RET006634,ORD00128030,PROD01014,Defective product
RET006651,ORD00128233,PROD01053,Defective product
RET006652,ORD00128264,PROD01042,Changed mind
RET006654,ORD00128316,PROD01012,Late delivery
RET006657,ORD00128365,PROD01047,Quality issues
RET006658,ORD00128365,PROD01003,Product not as described
RET006661,ORD00128387,PROD01051,Product not as described
RET006664,ORD00128424,PROD01025,Late delivery
RET006665,ORD00128440,PROD01026,Changed mind
RET006668,ORD00128456,PROD01007,Size/compatibility issue
RET006669,ORD00128462,PROD01019,Product not as described
RET006670,ORD00128464,PROD01047,Wrong item received
RET006716,ORD00129179,PROD01054,Better price available
RET006724,ORD00129313,PROD01011,Late delivery
RET006727,ORD00129355,PROD01050,Late delivery
RET006728,ORD00129366,PROD01024,Ordered by mistake
RET006740,ORD00129478,PROD01031,Better price available
RET006743,ORD00129522,PROD01013,Better price available
RET006754,ORD00129658,PROD01010,Late delivery
RET006763,ORD00129715,PROD01033,Better price available
RET006767,ORD00129767,PROD01006,Wrong item received
RET006769,ORD00129777,PROD01049,Product not as described
RET006778,ORD00129884,PROD01002,Wrong item received
RET006779,ORD00129892,PROD01013,Product not as described
RET006780,ORD00129901,PROD01041,Changed mind
RET006783,ORD00129930,PROD01017,Changed mind
RET006784,ORD00129930,PROD01023,Defective product
RET006786,ORD00129953,PROD01018,Defective product
RET006789,ORD00129996,PROD01035,Wrong item received
RET006795,ORD00130073,PROD01055,Better price available
RET006805,ORD00130323,PROD01050,Ordered by mistake
RET006820,ORD00130485,PROD01038,Damaged during shipping
RET006821,ORD00130488,PROD01039,Wrong item received
RET006834,ORD00130615,PROD01049,Better price available
RET006840,ORD00130708,PROD01009,Changed mind
RET006843,ORD00130731,PROD01055,Damaged during shipping
RET006851,ORD00130866,PROD01060,Ordered by mistake
RET006852,ORD00130873,PROD01008,Late delivery
RET006856,ORD00130958,PROD01033,Size/compatibility issue
RET006861,ORD00131043,PROD01050,Better price available
RET006862,ORD00131046,PROD01045,Changed mind
RET006873,ORD00131173,PROD01033,Damaged during shipping
RET006878,ORD00131209,PROD01052,Defective product
RET006879,ORD00131226,PROD01016,Product not as described
RET006887,ORD00131297,PROD01037,Late delivery
RET006893,ORD00131403,PROD01060,Wrong item received
RET006894,ORD00131411,PROD01058,Quality issues
RET006895,ORD00131440,PROD01031,Changed mind
RET006898,ORD00131471,PROD01057,Better price available
RET006904,ORD00131557,PROD01007,Ordered by mistake
RET006910,ORD00131646,PROD01061,Better price available
RET006917,ORD00131692,PROD01061,Wrong item received
RET006928,ORD00131801,PROD01020,Product not as described
RET006938,ORD00131926,PROD01021,Defective product
RET006939,ORD00131931,PROD01050,Changed mind
RET006947,ORD00131995,PROD01063,Size/compatibility issue
RET006959,ORD00132141,PROD01021,Quality issues
RET006964,ORD00132228,PROD01021,Damaged during shipping
RET006966,ORD00132249,PROD01031,Quality issues
RET006971,ORD00132294,PROD01005,Quality issues
RET006995,ORD00132571,PROD01038,Size/compatibility issue
RET007003,ORD00132681,PROD01003,Defective product
RET007006,ORD00132728,PROD01031,Defective product
RET007007,ORD00132732,PROD01029,Better price available
RET007026,ORD00132975,PROD01025,Defective product
RET007029,ORD00132987,PROD01061,Ordered by mistake
RET007030,ORD00132996,PROD01058,Product not as described
RET007046,ORD00133098,PROD01002,Size/compatibility issue
RET007049,ORD00133122,PROD01036,Defective product
RET007050,ORD00133132,PROD01012,Defective product
RET007056,ORD00133186,PROD01007,Damaged during shipping
RET007061,ORD00133243,PROD01043,Late delivery
RET007072,ORD00133365,PROD01060,Better price available
RET007073,ORD00133375,PROD01018,Damaged during shipping
RET007075,ORD00133411,PROD01006,Damaged during shipping
RET007080,ORD00133455,PROD01058,Defective product
RET007089,ORD00133507,PROD01013,Better price available
RET007101,ORD00133662,PROD01038,Product not as described
RET007103,ORD00133710,PROD01025,Better price available
RET007110,ORD00133803,PROD01009,Wrong item received
RET007121,ORD00133986,PROD01031,Quality issues
RET007122,ORD00133986,PROD01047,Product not as described
RET007124,ORD00134002,PROD01025,Changed mind
RET007128,ORD00134017,PROD01029,Size/compatibility issue
RET007135,ORD00134145,PROD01036,Quality issues
RET007136,ORD00134145,PROD01018,Better price available
RET007137,ORD00134151,PROD01038,Quality issues
RET007141,ORD00134172,PROD01054,Product not as described
RET007151,ORD00134320,PROD01007,Late delivery
RET007158,ORD00134377,PROD01023,Defective product
RET007169,ORD00134435,PROD01037,Ordered by mistake
RET007178,ORD00134584,PROD01027,Changed mind
RET007180,ORD00134592,PROD01022,Ordered by mistake
RET007181,ORD00134598,PROD01016,Better price available
RET007185,ORD00134654,PROD01011,Ordered by mistake
RET007193,ORD00134767,PROD01022,Wrong item received
RET007199,ORD00134853,PROD01031,Changed mind
RET007200,ORD00134867,PROD01050,Late delivery
RET007206,ORD00134938,PROD01026,Quality issues
RET007209,ORD00134958,PROD01021,Ordered by mistake
RET007217,ORD00135028,PROD01008,Quality issues
RET007219,ORD00135062,PROD01043,Damaged during shipping
RET007221,ORD00135073,PROD01006,Better price available
RET007230,ORD00135225,PROD01061,Ordered by mistake
RET007234,ORD00135273,PROD01058,Quality issues
RET007237,ORD00135301,PROD01033,Changed mind
RET007247,ORD00135369,PROD01041,Damaged during shipping
RET007252,ORD00135459,PROD01019,Ordered by mistake
RET007254,ORD00135525,PROD01017,Product not as described
RET007259,ORD00135600,PROD01057,Ordered by mistake
RET007266,ORD00135662,PROD01016,Defective product
RET007268,ORD00135687,PROD01059,Defective product
RET007271,ORD00135710,PROD01025,Late delivery
RET007284,ORD00135811,PROD01012,Ordered by mistake
RET007297,ORD00135923,PROD01040,Late delivery
RET007300,ORD00135946,PROD01046,Defective product
RET007303,ORD00135975,PROD01048,Quality issues
RET007318,ORD00136178,PROD01032,Late delivery
RET007324,ORD00136238,PROD01031,Product not as described
RET007328,ORD00136277,PROD01010,Size/compatibility issue
RET007334,ORD00136364,PROD01010,Defective product
RET007338,ORD00136387,PROD01040,Damaged during shipping
RET007345,ORD00136509,PROD01022,Product not as described
RET007349,ORD00136540,PROD01036,Defective product
RET007380,ORD00136968,PROD01020,Defective product
RET007382,ORD00136972,PROD01001,Product not as described
RET007383,ORD00136985,PROD01058,Product not as described
RET007392,ORD00137091,PROD01051,Wrong item received
RET007394,ORD00137120,PROD01064,Quality issues
RET007399,ORD00137151,PROD01051,Quality issues
RET007401,ORD00137179,PROD01061,Wrong item received
RET007420,ORD00137512,PROD01014,Damaged during shipping
RET007421,ORD00137516,PROD01036,Product not as described
RET007427,ORD00137565,PROD01049,Quality issues
RET007430,ORD00137570,PROD01058,Quality issues
RET007431,ORD00137576,PROD01055,Defective product
RET007434,ORD00137644,PROD01044,Changed mind
RET007458,ORD00137934,PROD01048,Wrong item received
RET007461,ORD00137968,PROD01048,Quality issues
RET007462,ORD00137974,PROD01018,Quality issues
RET007467,ORD00138002,PROD01003,Changed mind
RET007471,ORD00138041,PROD01043,Ordered by mistake
RET007478,ORD00138096,PROD01001,Size/compatibility issue
RET007479,ORD00138097,PROD01030,Defective product
RET007481,ORD00138120,PROD01056,Late delivery
RET007489,ORD00138167,PROD01058,Product not as described
RET007490,ORD00138178,PROD01060,Ordered by mistake
RET007491,ORD00138178,PROD01051,Size/compatibility issue
RET007497,ORD00138232,PROD01050,Ordered by mistake
RET007498,ORD00138234,PROD01040,Wrong item received
RET007499,ORD00138236,PROD01035,Wrong item received
RET007500,ORD00138273,PROD01016,Quality issues
RET007501,ORD00138279,PROD01037,Better price available
RET007502,ORD00138288,PROD01049,Damaged during shipping
RET007504,ORD00138324,PROD01049,Better price available
RET007506,ORD00138364,PROD01062,Size/compatibility issue
RET007507,ORD00138370,PROD01007,Changed mind
RET007509,ORD00138401,PROD01015,Late delivery
RET007511,ORD00138410,PROD01025,Size/compatibility issue
RET007515,ORD00138433,PROD01051,Quality issues
RET007528,ORD00138653,PROD01061,Changed mind
RET007540,ORD00138747,PROD01053,Wrong item received
RET007545,ORD00138834,PROD01031,Quality issues
RET007547,ORD00138862,PROD01047,Wrong item received
RET007560,ORD00139042,PROD01014,Late delivery
RET007571,ORD00139133,PROD01004,Changed mind
RET007579,ORD00139259,PROD01031,Late delivery
RET007596,ORD00139479,PROD01046,Size/compatibility issue
RET007603,ORD00139546,PROD01053,Late delivery
RET007607,ORD00139588,PROD01050,Damaged during shipping
RET007614,ORD00139725,PROD01052,Better price available
RET007620,ORD00139818,PROD01045,Ordered by mistake
RET007621,ORD00139823,PROD01007,Changed mind
RET007624,ORD00139847,PROD01041,Damaged during shipping
RET007628,ORD00139913,PROD01016,Ordered by mistake
RET007647,ORD00140138,PROD01016,Wrong item received
RET007651,ORD00140192,PROD01042,Ordered by mistake
RET007655,ORD00140223,PROD01027,Damaged during shipping
RET007660,ORD00140322,PROD01043,Size/compatibility issue
RET007668,ORD00140390,PROD01011,Defective product
RET007673,ORD00140480,PROD01041,Ordered by mistake
RET007674,ORD00140484,PROD01051,Ordered by mistake
RET007676,ORD00140526,PROD01055,Better price available
RET007682,ORD00140630,PROD01018,Wrong item received
RET007686,ORD00140655,PROD01052,Damaged during shipping
RET007722,ORD00141065,PROD01035,Wrong item received
RET007748,ORD00141310,PROD01058,Defective product
RET007781,ORD00141908,PROD01009,Changed mind
RET007785,ORD00141935,PROD01055,Wrong item received
RET007800,ORD00142144,PROD01010,Defective product
RET007809,ORD00142206,PROD01010,Defective product
RET007815,ORD00142254,PROD01029,Late delivery
RET007820,ORD00142289,PROD01052,Late delivery
RET007829,ORD00142438,PROD01033,Size/compatibility issue
RET007830,ORD00142461,PROD01039,Product not as described
RET007831,ORD00142463,PROD01061,Wrong item received
RET007845,ORD00142567,PROD01021,Defective product
RET007847,ORD00142597,PROD01025,Wrong item received
RET007848,ORD00142626,PROD01061,Wrong item received
RET007857,ORD00142702,PROD01007,Damaged during shipping
RET007859,ORD00142736,PROD01059,Ordered by mistake
RET007861,ORD00142758,PROD01006,Size/compatibility issue
RET007862,ORD00142764,PROD01038,Wrong item received
RET007872,ORD00142846,PROD01026,Defective product
RET007875,ORD00142861,PROD01031,Product not as described
RET007876,ORD00142889,PROD01016,Size/compatibility issue
RET007882,ORD00142959,PROD01002,Wrong item received
RET007884,ORD00142997,PROD01015,Size/compatibility issue
RET007889,ORD00143079,PROD01019,Damaged during shipping
RET007896,ORD00143134,PROD01010,Size/compatibility issue
RET007898,ORD00143189,PROD01046,Changed mind
RET007905,ORD00143307,PROD01037,Ordered by mistake
RET007910,ORD00143391,PROD01001,Size/compatibility issue
RET007921,ORD00143486,PROD01026,Changed mind
RET007934,ORD00143656,PROD01029,Defective product
RET007956,ORD00143956,PROD01063,Defective product
RET007984,ORD00144315,PROD01045,Wrong item received
RET007996,ORD00144428,PROD01007,Defective product
RET007998,ORD00144462,PROD01064,Better price available
RET008000,ORD00144484,PROD01044,Product not as described
RET008008,ORD00144633,PROD01046,Wrong item received
RET008010,ORD00144664,PROD01010,Product not as described
RET008019,ORD00144778,PROD01064,Wrong item received
RET008024,ORD00144843,PROD01007,Ordered by mistake
RET008030,ORD00144891,PROD01055,Changed mind
RET008039,ORD00145017,PROD01008,Ordered by mistake
RET008041,ORD00145035,PROD01056,Size/compatibility issue
RET008042,ORD00145041,PROD01013,Better price available
RET008071,ORD00145297,PROD01017,Changed mind
RET008075,ORD00145330,PROD01026,Late delivery
RET008080,ORD00145399,PROD01009,Ordered by mistake
RET008083,ORD00145420,PROD01042,Changed mind
RET008084,ORD00145421,PROD01048,Ordered by mistake
RET008089,ORD00145473,PROD01012,Late delivery
RET008095,ORD00145517,PROD01007,Ordered by mistake
RET008098,ORD00145588,PROD01031,Damaged during shipping
RET008099,ORD00145598,PROD01024,Late delivery
RET008109,ORD00145752,PROD01052,Quality issues
RET008110,ORD00145756,PROD01061,Damaged during shipping
RET008117,ORD00145837,PROD01023,Ordered by mistake
RET008126,ORD00145874,PROD01009,Product not as described
RET008131,ORD00145951,PROD01010,Wrong item received
RET008134,ORD00146000,PROD01052,Product not as described
RET008136,ORD00146022,PROD01043,Damaged during shipping
RET008141,ORD00146069,PROD01031,Product not as described
RET008144,ORD00146176,PROD01043,Defective product
RET008147,ORD00146240,PROD01005,Better price available
RET008149,ORD00146263,PROD01058,Quality issues
RET008151,ORD00146278,PROD01054,Wrong item received
RET008161,ORD00146414,PROD01011,Size/compatibility issue
RET008170,ORD00146524,PROD01008,Better price available
RET008172,ORD00146531,PROD01046,Damaged during shipping
RET008173,ORD00146535,PROD01024,Size/compatibility issue
RET008179,ORD00146663,PROD01044,Quality issues
RET008186,ORD00146748,PROD01015,Changed mind
RET008188,ORD00146796,PROD01062,Product not as described
RET008192,ORD00146823,PROD01064,Damaged during shipping
RET008200,ORD00146880,PROD01050,Wrong item received
RET008207,ORD00146956,PROD01002,Damaged during shipping
RET008213,ORD00147018,PROD01013,Better price available
RET008220,ORD00147091,PROD01030,Quality issues
RET008222,ORD00147096,PROD01008,Wrong item received
RET008235,ORD00147243,PROD01020,Size/compatibility issue
RET008237,ORD00147253,PROD01044,Damaged during shipping
RET008238,ORD00147271,PROD01041,Damaged during shipping
RET008242,ORD00147294,PROD01011,Changed mind
RET008243,ORD00147305,PROD01034,Changed mind
RET008247,ORD00147394,PROD01062,Product not as described
RET008249,ORD00147417,PROD01042,Quality issues
RET008252,ORD00147463,PROD01029,Ordered by mistake
RET008253,ORD00147463,PROD01019,Wrong item received
RET008268,ORD00147559,PROD01057,Quality issues
RET008278,ORD00147664,PROD01044,Quality issues
RET008282,ORD00147708,PROD01031,Defective product
RET008285,ORD00147755,PROD01021,Better price available
RET008290,ORD00147846,PROD01036,Ordered by mistake
RET008292,ORD00147875,PROD01045,Ordered by mistake
RET008297,ORD00147970,PROD01054,Changed mind
RET008306,ORD00148058,PROD01017,Ordered by mistake
RET008307,ORD00148058,PROD01039,Wrong item received
RET008312,ORD00148088,PROD01029,Changed mind
RET008340,ORD00148383,PROD01034,Product not as described
RET008343,ORD00148398,PROD01004,Product not as described
RET008346,ORD00148414,PROD01004,Better price available
RET008349,ORD00148462,PROD01046,Damaged during shipping
RET008350,ORD00148462,PROD01064,Better price available
RET008354,ORD00148547,PROD01004,Late delivery
RET008373,ORD00148820,PROD01040,Better price available
RET008375,ORD00148833,PROD01035,Wrong item received
RET008383,ORD00148986,PROD01024,Late delivery
RET008385,ORD00148988,PROD01048,Late delivery
RET008391,ORD00149029,PROD01015,Changed mind
RET008392,ORD00149036,PROD01011,Better price available
RET008395,ORD00149062,PROD01042,Late delivery
RET008398,ORD00149125,PROD01015,Changed mind
RET008400,ORD00149137,PROD01049,Size/compatibility issue
RET008409,ORD00149248,PROD01045,Ordered by mistake
RET008415,ORD00149274,PROD01063,Damaged during shipping
RET008422,ORD00149375,PROD01025,Defective product
RET008424,ORD00149400,PROD01016,Better price available
RET008427,ORD00149437,PROD01038,Quality issues
RET008436,ORD00149602,PROD01046,Ordered by mistake
RET008443,ORD00149703,PROD01019,Ordered by mistake
RET008444,ORD00149703,PROD01050,Defective product
RET008451,ORD00149805,PROD01031,Changed mind
RET008452,ORD00149811,PROD01002,Product not as described
RET008454,ORD00149840,PROD01035,Defective product
RET008457,ORD00149893,PROD01001,Quality issues
RET008471,ORD00150035,PROD01019,Defective product
RET008475,ORD00150078,PROD01039,Product not as described
RET008477,ORD00150083,PROD01009,Wrong item received
RET008487,ORD00150210,PROD01005,Size/compatibility issue
RET008488,ORD00150231,PROD01039,Product not as described
RET008492,ORD00150277,PROD01032,Better price available
RET008493,ORD00150298,PROD01020,Ordered by mistake
RET008496,ORD00150340,PROD01010,Defective product
RET008505,ORD00150495,PROD01045,Size/compatibility issue
RET008510,ORD00150555,PROD01061,Defective product
RET008513,ORD00150598,PROD01058,Better price available
RET008514,ORD00150600,PROD01026,Size/compatibility issue
RET008515,ORD00150641,PROD01024,Size/compatibility issue
RET008516,ORD00150659,PROD01054,Damaged during shipping
RET008519,ORD00150672,PROD01024,Product not as described
RET008525,ORD00150737,PROD01058,Better price available
RET008526,ORD00150754,PROD01034,Ordered by mistake
RET008535,ORD00150882,PROD01022,Late delivery
RET008536,ORD00150887,PROD01028,Ordered by mistake
RET008543,ORD00150952,PROD01026,Wrong item received
RET008554,ORD00151129,PROD01010,Size/compatibility issue
RET008556,ORD00151137,PROD01055,Damaged during shipping
RET008561,ORD00151196,PROD01044,Defective product
RET008562,ORD00151224,PROD01001,Damaged during shipping
RET008563,ORD00151225,PROD01033,Damaged during shipping
RET008564,ORD00151239,PROD01035,Product not as described
RET008566,ORD00151272,PROD01031,Ordered by mistake
RET008567,ORD00151287,PROD01006,Quality issues
RET008579,ORD00151414,PROD01041,Product not as described
RET008586,ORD00151464,PROD01034,Quality issues
RET008596,ORD00151559,PROD01047,Size/compatibility issue
RET008602,ORD00151602,PROD01024,Product not as described
RET008606,ORD00151658,PROD01045,Damaged during shipping
RET008611,ORD00151725,PROD01030,Damaged during shipping
RET008622,ORD00151895,PROD01064,Size/compatibility issue
RET008630,ORD00152071,PROD01063,Damaged during shipping
RET008644,ORD00152253,PROD01054,Damaged during shipping
RET008650,ORD00152305,PROD01062,Damaged during shipping
RET008651,ORD00152305,PROD01052,Changed mind
RET008654,ORD00152342,PROD01022,Ordered by mistake
RET008655,ORD00152342,PROD01041,Damaged during shipping
RET008658,ORD00152360,PROD01056,Defective product
RET008659,ORD00152368,PROD01049,Changed mind
RET008665,ORD00152409,PROD01055,Better price available
RET008687,ORD00152703,PROD01058,Wrong item received
RET008690,ORD00152739,PROD01024,Size/compatibility issue
RET008707,ORD00152900,PROD01026,Damaged during shipping
RET008708,ORD00152930,PROD01041,Product not as described
RET008709,ORD00152942,PROD01026,Changed mind
RET008729,ORD00153195,PROD01027,Better price available
RET008730,ORD00153199,PROD01023,Wrong item received
RET008731,ORD00153201,PROD01056,Defective product
RET008735,ORD00153216,PROD01022,Quality issues
RET008736,ORD00153220,PROD01042,Defective product
RET008743,ORD00153257,PROD01044,Ordered by mistake
RET008761,ORD00153628,PROD01047,Changed mind
RET008770,ORD00153826,PROD01050,Quality issues
RET008783,ORD00153993,PROD01023,Product not as described
RET008784,ORD00153998,PROD01001,Product not as described
RET008790,ORD00154037,PROD01030,Wrong item received
RET008798,ORD00154137,PROD01010,Damaged during shipping
RET008799,ORD00154151,PROD01012,Ordered by mistake
RET008800,ORD00154155,PROD01024,Late delivery
RET008809,ORD00154305,PROD01055,Quality issues
RET008814,ORD00154346,PROD01027,Quality issues
RET008819,ORD00154455,PROD01009,Defective product
RET008821,ORD00154476,PROD01046,Product not as described
RET008830,ORD00154613,PROD01033,Ordered by mistake
RET008833,ORD00154693,PROD01010,Quality issues
RET008834,ORD00154699,PROD01041,Ordered by mistake
RET008844,ORD00154783,PROD01044,Better price available
RET008848,ORD00154823,PROD01050,Changed mind
RET008867,ORD00155121,PROD01019,Better price available
RET008877,ORD00155269,PROD01059,Changed mind
RET008880,ORD00155298,PROD01047,Defective product
RET008884,ORD00155350,PROD01042,Defective product
RET008889,ORD00155384,PROD01039,Product not as described
RET008892,ORD00155420,PROD01031,Product not as described
RET008894,ORD00155440,PROD01009,Late delivery
RET008913,ORD00155666,PROD01050,Changed mind
RET008917,ORD00155726,PROD01028,Defective product
RET008923,ORD00155778,PROD01020,Quality issues
RET008926,ORD00155812,PROD01047,Changed mind
RET008927,ORD00155812,PROD01008,Quality issues
RET008928,ORD00155879,PROD01018,Changed mind
RET008936,ORD00156011,PROD01012,Damaged during shipping
RET008947,ORD00156109,PROD01009,Product not as described
RET008950,ORD00156147,PROD01045,Damaged during shipping
RET008953,ORD00156183,PROD01017,Defective product
RET008961,ORD00156262,PROD01011,Changed mind
RET008963,ORD00156275,PROD01015,Better price available
RET008966,ORD00156321,PROD01044,Better price available
RET008969,ORD00156368,PROD01035,Quality issues
RET008977,ORD00156435,PROD01008,Product not as described
RET008981,ORD00156486,PROD01043,Ordered by mistake
RET008990,ORD00156597,PROD01043,Size/compatibility issue
RET008992,ORD00156613,PROD01054,Changed mind
RET008993,ORD00156613,PROD01002,Changed mind
RET008995,ORD00156641,PROD01029,Better price available
RET008996,ORD00156652,PROD01045,Better price available
RET009012,ORD00156812,PROD01007,Late delivery
RET009015,ORD00156834,PROD01004,Damaged during shipping
RET009018,ORD00156916,PROD01037,Wrong item received
RET009019,ORD00156959,PROD01035,Defective product
RET009021,ORD00156987,PROD01061,Damaged during shipping
RET009037,ORD00157151,PROD01031,Damaged during shipping
RET009038,ORD00157172,PROD01048,Size/compatibility issue
RET009055,ORD00157404,PROD01058,Late delivery
RET009063,ORD00157457,PROD01011,Late delivery
RET009073,ORD00157563,PROD01002,Defective product
RET009074,ORD00157563,PROD01039,Damaged during shipping
RET009080,ORD00157592,PROD01044,Defective product
RET009085,ORD00157627,PROD01060,Size/compatibility issue
RET009091,ORD00157673,PROD01016,Ordered by mistake
RET009092,ORD00157680,PROD01027,Product not as described
RET009093,ORD00157696,PROD01017,Better price available
RET009102,ORD00157903,PROD01033,Ordered by mistake
RET009103,ORD00157908,PROD01028,Product not as described
RET009118,ORD00158123,PROD01055,Ordered by mistake
RET009122,ORD00158184,PROD01048,Wrong item received
RET009125,ORD00158201,PROD01054,Late delivery
RET009134,ORD00158297,PROD01064,Defective product
RET009139,ORD00158323,PROD01047,Size/compatibility issue
RET009141,ORD00158350,PROD01051,Damaged during shipping
RET009143,ORD00158370,PROD01031,Wrong item received
RET009145,ORD00158395,PROD01037,Changed mind
RET009150,ORD00158454,PROD01059,Quality issues
RET009151,ORD00158471,PROD01030,Defective product
RET009156,ORD00158529,PROD01008,Size/compatibility issue
RET009171,ORD00158692,PROD01010,Damaged during shipping
RET009175,ORD00158742,PROD01023,Wrong item received
RET009176,ORD00158744,PROD01042,Changed mind
RET009180,ORD00158806,PROD01004,Size/compatibility issue
RET009182,ORD00158826,PROD01052,Product not as described
RET009191,ORD00158904,PROD01055,Quality issues
RET009195,ORD00158938,PROD01038,Quality issues
RET009208,ORD00159127,PROD01017,Product not as described
RET009210,ORD00159175,PROD01041,Ordered by mistake
RET009227,ORD00159314,PROD01013,Late delivery
RET009243,ORD00159529,PROD01005,Late delivery
RET009244,ORD00159530,PROD01040,Ordered by mistake
RET009248,ORD00159596,PROD01006,Better price available
RET009251,ORD00159635,PROD01048,Changed mind
RET009259,ORD00159701,PROD01016,Better price available
RET009264,ORD00159768,PROD01025,Late delivery
RET009274,ORD00159899,PROD01050,Defective product
RET009278,ORD00159987,PROD01050,Size/compatibility issue
RET009280,ORD00160004,PROD01015,Damaged during shipping
RET009289,ORD00160094,PROD01039,Size/compatibility issue
RET009295,ORD00160166,PROD01011,Product not as described
RET009301,ORD00160204,PROD01011,Product not as described
RET009303,ORD00160222,PROD01021,Product not as described
RET009316,ORD00160404,PROD01043,Product not as described
RET009319,ORD00160467,PROD01010,Defective product
RET009322,ORD00160491,PROD01012,Quality issues
RET009336,ORD00160631,PROD01033,Better price available
